FinalID,StandardisedTraitValue,StandardisedTraitUnit,ConPhylum,ConGenus,ConSpecies,ConTemp,ConTempUnit,Ea.eV,role,stdConst.day
MTD5087,6.15e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,21.03167484,Celsius,0.65,bacterial decomposer,725896185686.29
MTD5087,7.41e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,20.66001069,Celsius,0.65,bacterial decomposer,903449302531.868
MTD5087,4.67e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,20.00454815,Celsius,0.65,bacterial decomposer,603020007839.725
MTD5087,3.25e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,19.67662614,Celsius,0.65,bacterial decomposer,431928610066.907
MTD5087,6.4e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,17.98013808,Celsius,0.65,bacterial decomposer,988321210108.153
MTD5087,4.19e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,17.70240113,Celsius,0.65,bacterial decomposer,663249561890.857
MTD5087,5.86e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,16.43227756,Celsius,0.65,bacterial decomposer,1039346769961.15
MTD5087,4.63e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,16.06795465,Celsius,0.65,bacterial decomposer,848582005932.272
MTD5087,3.92e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,16.11229437,Celsius,0.65,bacterial decomposer,715587409635.105
MTD5087,3.13e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,15.56860907,Celsius,0.65,bacterial decomposer,600131997223.567
MTD5087,4.37e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,13.3394443,Celsius,0.65,bacterial decomposer,1026758238723.89
MTD5087,3.29e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,13.47000493,Celsius,0.65,bacterial decomposer,763790138336.382
MTD5087,1.99e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,12.93374243,Celsius,0.65,bacterial decomposer,485350322284.091
MTD5087,2.35e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,12.53816565,Celsius,0.65,bacterial decomposer,594463577000.653
MTD5087,2.4e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,10.78684109,Celsius,0.65,bacterial decomposer,714487042036.49
MTD5087,2.76e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,10.48403268,Celsius,0.65,bacterial decomposer,845297170230.417
MTD5087,3.36e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,10.22522564,Celsius,0.65,bacterial decomposer,1054357437833.38
MTD5087,2.79e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,9.790658856,Celsius,0.65,bacterial decomposer,912027493578.463
MTD5087,1.25e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,8.322099078,Celsius,0.65,bacterial decomposer,469591818377.224
MTD5087,2.45e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,8.029265841,Celsius,0.65,bacterial decomposer,946449093373.139
MTD5087,2.76e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,6.713538539,Celsius,0.65,bacterial decomposer,1209518642365.24
MTD5087,2.29e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,6.289667579,Celsius,0.65,bacterial decomposer,1045427946121.99
MTD5088,4.02e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,26.30588865,Celsius,0.65,bacterial decomposer,302064691887.875
MTD5088,5.5e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,26.4054597,Celsius,0.65,bacterial decomposer,409826842676.95
MTD5088,7.26e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,21.78218035,Celsius,0.65,bacterial decomposer,802786141093.438
MTD5088,6.78e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,21.7813105,Celsius,0.65,bacterial decomposer,749765923843.747
MTD5088,5.31e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,16.70339215,Celsius,0.65,bacterial decomposer,919128772378.519
MTD5088,2.18e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,11.74703821,Celsius,0.65,bacterial decomposer,593410463896.797
MTD5088,2.53e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,7.009130386,Celsius,0.65,bacterial decomposer,1077640808961.64
MTD5088,2.29e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,6.965968011,Celsius,0.65,bacterial decomposer,979469035802.989
MTD5088,1.64e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,4.652471331,Celsius,0.65,bacterial decomposer,877789275188.452
MTD5088,1.4e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,4.650927855,Celsius,0.65,bacterial decomposer,749445359962.453
MTD5088,1.64e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,3.161026744,Celsius,0.65,bacterial decomposer,1016342645713.42
MTD5088,1.36e-05,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,2.337406093,Celsius,0.65,bacterial decomposer,914492123480.999
MTD5088,8.35e-06,s^-1,Proteobacteria,Hydrogenophaga,pseudoflava,2.3738397,Celsius,0.65,bacterial decomposer,559442074374.361
MTD5089,1.58e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,8.45731,Celsius,0.65,bacterial decomposer,585975670023.93
MTD5089,1.83e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,9.76062,Celsius,0.65,bacterial decomposer,599907281206.674
MTD5089,1.93e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,11.1596,Celsius,0.65,bacterial decomposer,554898928445.69
MTD5089,2.16e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,11.8167,Celsius,0.65,bacterial decomposer,584173173999.713
MTD5089,2.31e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,12.8436,Celsius,0.65,bacterial decomposer,568098146884.326
MTD5089,2.58e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,14.0379,Celsius,0.65,bacterial decomposer,568587411988.035
MTD5089,2.99e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,16.4168,Celsius,0.65,bacterial decomposer,531054014771.434
MTD5089,2.73e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,15.2249,Celsius,0.65,bacterial decomposer,539993359015.615
MTD5089,2.92e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,15.5028,Celsius,0.65,bacterial decomposer,563212233410.131
MTD5089,3.06e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,15.4029,Celsius,0.65,bacterial decomposer,595579468717.974
MTD5089,2.95e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,15.8257,Celsius,0.65,bacterial decomposer,552624556131.961
MTD5089,3.15e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,16.4254,Celsius,0.65,bacterial decomposer,559038969057.899
MTD5089,3.33e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,17.0233,Celsius,0.65,bacterial decomposer,560100801894.077
MTD5089,3.43e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,17.1357,Celsius,0.65,bacterial decomposer,571142932791.443
MTD5089,3.3e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,18.2539,Celsius,0.65,bacterial decomposer,497348830070.93
MTD5089,3.52e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,18.1042,Celsius,0.65,bacterial decomposer,537610625965.098
MTD5089,3.29e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,19.0574,Celsius,0.65,bacterial decomposer,461775910513.526
MTD5089,3.63e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,18.913,Celsius,0.65,bacterial decomposer,516041628081.201
MTD5089,3.5e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,19.8174,Celsius,0.65,bacterial decomposer,459431934377.231
MTD5089,3.82e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,19.5108,Celsius,0.65,bacterial decomposer,515146447840.904
MTD5089,3.96e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,19.8389,Celsius,0.65,bacterial decomposer,518833241929.631
MTD5089,3.92e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,20.4262,Celsius,0.65,bacterial decomposer,487810805138.617
MTD5089,3.99e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,21.2866,Celsius,0.65,bacterial decomposer,460607618505.542
MTD5089,4.14e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,22.0969,Celsius,0.65,bacterial decomposer,445475552418.448
MTD5089,3.87e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,23.0491,Celsius,0.65,bacterial decomposer,383588941762.233
MTD5089,4.27e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,23.6025,Celsius,0.65,bacterial decomposer,403606707822.861
MTD5089,4.39e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,24.5719,Celsius,0.65,bacterial decomposer,381989419217.384
MTD5089,4.19e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,23.9741,Celsius,0.65,bacterial decomposer,383652923807.965
MTD5089,3.61e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,23.68,Celsius,0.65,bacterial decomposer,338965502537.644
MTD5089,3.81e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,24.2247,Celsius,0.65,bacterial decomposer,341474622148.504
MTD5089,3.93e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,25.034,Celsius,0.65,bacterial decomposer,328796922745.955
MTD5089,4.15e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,27.2403,Celsius,0.65,bacterial decomposer,288332371751.283
MTD5089,3.93e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,26.6945,Celsius,0.65,bacterial decomposer,285817344925.565
MTD5089,3.7e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,25.9341,Celsius,0.65,bacterial decomposer,286862811975.467
MTD5089,4.1e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,27.9878,Celsius,0.65,bacterial decomposer,267645151217.317
MTD5089,3.35e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,25.1138,Celsius,0.65,bacterial decomposer,278381716622.395
MTD5089,3.56e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,26.5702,Celsius,0.65,bacterial decomposer,261623602298.457
MTD5089,3.64e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,27.6454,Celsius,0.65,bacterial decomposer,244489266975.696
MTD5089,3.66e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,28.4498,Celsius,0.65,bacterial decomposer,229928574705.078
MTD5089,3.44e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,27.9036,Celsius,0.65,bacterial decomposer,226139509605.838
MTD5089,3.43e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,28.975,Celsius,0.65,bacterial decomposer,206312093785.259
MTD5089,3.22e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,29.3394,Celsius,0.65,bacterial decomposer,187942300782.145
MTD5089,3.39e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,31.1693,Celsius,0.65,bacterial decomposer,170313334706.715
MTD5089,3.11e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,30.1377,Celsius,0.65,bacterial decomposer,169990141173.637
MTD5089,2.94e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,31.0928,Celsius,0.65,bacterial decomposer,148628796613.279
MTD5089,1.79e-05,s^-1,Bacteroidetes,Gelidibacter,gilvus,32.4181,Celsius,0.65,bacterial decomposer,81266083791.0663
MTD5090,5.98e-06,s^-1,Proteobacteria,Glaciecola,punicea,8.52844,Celsius,0.65,bacterial decomposer,220285629511.061
MTD5090,8.37e-06,s^-1,Proteobacteria,Glaciecola,punicea,10.0039,Celsius,0.65,bacterial decomposer,268169857054.71
MTD5090,9.66e-06,s^-1,Proteobacteria,Glaciecola,punicea,10.839,Celsius,0.65,bacterial decomposer,286181295995.472
MTD5090,1.07e-05,s^-1,Proteobacteria,Glaciecola,punicea,11.5264,Celsius,0.65,bacterial decomposer,297299581648.145
MTD5090,1.11e-05,s^-1,Proteobacteria,Glaciecola,punicea,12.1626,Celsius,0.65,bacterial decomposer,290719475833.415
MTD5090,1.3e-05,s^-1,Proteobacteria,Glaciecola,punicea,12.9992,Celsius,0.65,bacterial decomposer,315156461446.706
MTD5090,1.38e-05,s^-1,Proteobacteria,Glaciecola,punicea,13.5875,Celsius,0.65,bacterial decomposer,316937712799.649
MTD5090,1.48e-05,s^-1,Proteobacteria,Glaciecola,punicea,14.0789,Celsius,0.65,bacterial decomposer,324945872750.699
MTD5090,1.54e-05,s^-1,Proteobacteria,Glaciecola,punicea,14.7644,Celsius,0.65,bacterial decomposer,317625673580.329
MTD5090,1.57e-05,s^-1,Proteobacteria,Glaciecola,punicea,15.3024,Celsius,0.65,bacterial decomposer,308370873871.266
MTD5090,1.78e-05,s^-1,Proteobacteria,Glaciecola,punicea,15.9432,Celsius,0.65,bacterial decomposer,329929148031.903
MTD5090,1.71e-05,s^-1,Proteobacteria,Glaciecola,punicea,16.4783,Celsius,0.65,bacterial decomposer,302037879901.442
MTD5090,1.84e-05,s^-1,Proteobacteria,Glaciecola,punicea,16.6772,Celsius,0.65,bacterial decomposer,319242734647.068
MTD5090,2.06e-05,s^-1,Proteobacteria,Glaciecola,punicea,17.3178,Celsius,0.65,bacterial decomposer,337476205833.386
MTD5090,1.95e-05,s^-1,Proteobacteria,Glaciecola,punicea,17.9007,Celsius,0.65,bacterial decomposer,303266109311.985
MTD5090,2.19e-05,s^-1,Proteobacteria,Glaciecola,punicea,18.2,Celsius,0.65,bacterial decomposer,331643116380.102
MTD5090,2.18e-05,s^-1,Proteobacteria,Glaciecola,punicea,18.7368,Celsius,0.65,bacterial decomposer,314778745791.539
MTD5090,2.09e-05,s^-1,Proteobacteria,Glaciecola,punicea,19.2228,Celsius,0.65,bacterial decomposer,289094331205.134
MTD5090,1.77e-05,s^-1,Proteobacteria,Glaciecola,punicea,19.9462,Celsius,0.65,bacterial decomposer,229727333961.826
MTD5090,1.99e-05,s^-1,Proteobacteria,Glaciecola,punicea,20.4894,Celsius,0.65,bacterial decomposer,246272994985.767
MTD5090,1.85e-05,s^-1,Proteobacteria,Glaciecola,punicea,21.1204,Celsius,0.65,bacterial decomposer,216677431280.636
MTD5090,1.77e-05,s^-1,Proteobacteria,Glaciecola,punicea,21.6549,Celsius,0.65,bacterial decomposer,197893696626.755
MTD5090,1.99e-05,s^-1,Proteobacteria,Glaciecola,punicea,22.2469,Celsius,0.65,bacterial decomposer,211369591298.815
MTD5090,1.5e-05,s^-1,Proteobacteria,Glaciecola,punicea,22.9652,Celsius,0.65,bacterial decomposer,149754528351.546
MTD5091,1.81e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,0.581692,Celsius,0.65,bacterial decomposer,1450738991785.38
MTD5091,2.11e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,1.44974,Celsius,0.65,bacterial decomposer,1550110138153.4
MTD5091,2.5e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,2.5491,Celsius,0.65,bacterial decomposer,1646078484810.57
MTD5091,2.97e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,3.76419,Celsius,0.65,bacterial decomposer,1734319804382.7
MTD5091,3.29e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,4.80486,Celsius,0.65,bacterial decomposer,1734911564148.91
MTD5091,3.7e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,5.96148,Celsius,0.65,bacterial decomposer,1743590661565.23
MTD5091,3.96e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,6.59776,Celsius,0.65,bacterial decomposer,1754862402440.91
MTD5091,4.38e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,7.46569,Celsius,0.65,bacterial decomposer,1785679267619.31
MTD5091,4.8e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,8.21813,Celsius,0.65,bacterial decomposer,1821177364020.71
MTD5091,5.08e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,9.37352,Celsius,0.65,bacterial decomposer,1727276650864.8
MTD5091,5.72e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,9.60773,Celsius,0.65,bacterial decomposer,1902348238205.29
MTD5091,6.02e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,10.7631,Celsius,0.65,bacterial decomposer,1796157284959.2
MTD5091,6.33e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,11.5724,Celsius,0.65,bacterial decomposer,1751278038254.87
MTD5091,6.79e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,11.9784,Celsius,0.65,bacterial decomposer,1808999072651.08
MTD5091,6.93e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,12.7291,Celsius,0.65,bacterial decomposer,1722393154429.94
MTD5091,6.95e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,13.4792,Celsius,0.65,bacterial decomposer,1612116052008.28
MTD5091,7.34e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,13.9425,Celsius,0.65,bacterial decomposer,1631788979049.34
MTD5091,7.12e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,14.8069,Celsius,0.65,bacterial decomposer,1462835842639.23
MTD5091,7.7e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,15.5019,Celsius,0.65,bacterial decomposer,1485303956820.67
MTD5091,8.1e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,16.2536,Celsius,0.65,bacterial decomposer,1459930256361.6
MTD5091,8.08e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,17.0612,Celsius,0.65,bacterial decomposer,1354437594032.75
MTD5091,7.65e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,17.7516,Celsius,0.65,bacterial decomposer,1205645230375.4
MTD5091,7.09e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,18.6145,Celsius,0.65,bacterial decomposer,1034902755282.71
MTD5091,6.56e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,19.4773,Celsius,0.65,bacterial decomposer,887263471659.282
MTD5091,5.24e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,20.2782,Celsius,0.65,bacterial decomposer,660578997581.665
MTD5091,4.05e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,21.3098,Celsius,0.65,bacterial decomposer,466591322456.101
MTD5092,1.47e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,-0.0562498,Celsius,0.65,bacterial decomposer,1256561227906.43
MTD5092,1.92e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,1.44807,Celsius,0.65,bacterial decomposer,1410762415938.22
MTD5092,2.4e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,2.95217,Celsius,0.65,bacterial decomposer,1518363453198.62
MTD5092,2.49e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,3.81822,Celsius,0.65,bacterial decomposer,1446319871880.35
MTD5092,2.73e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,4.80087,Celsius,0.65,bacterial decomposer,1440168386590.72
MTD5092,2.97e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,5.78341,Celsius,0.65,bacterial decomposer,1423940824953.31
MTD5092,2.94e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,6.70626,Celsius,0.65,bacterial decomposer,1289303747636.64
MTD5092,3.22e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,7.45826,Celsius,0.65,bacterial decomposer,1313694310690.71
MTD5092,3.45e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,8.20981,Celsius,0.65,bacterial decomposer,1310009306222.15
MTD5092,3.86e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,9.07785,Celsius,0.65,bacterial decomposer,1349685969861.86
MTD5092,3.86e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,9.65477,Celsius,0.65,bacterial decomposer,1278068866841.71
MTD5092,3.72e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,10.6347,Celsius,0.65,bacterial decomposer,1123340332960.87
MTD5092,3.7e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,11.4422,Celsius,0.65,bacterial decomposer,1036136124763.01
MTD5092,4.1e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,11.8486,Celsius,0.65,bacterial decomposer,1105566858412.87
MTD5092,4.53e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,12.6012,Celsius,0.65,bacterial decomposer,1139268699091.37
MTD5092,4.51e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,13.2934,Celsius,0.65,bacterial decomposer,1064146286481.66
MTD5092,4.66e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,14.2173,Celsius,0.65,bacterial decomposer,1010281513695.32
MTD5092,5e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,14.5654,Celsius,0.65,bacterial decomposer,1050109189584.57
MTD5092,4.49e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,15.3125,Celsius,0.65,bacterial decomposer,881094330829.275
MTD5092,4.51e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,16.1203,Celsius,0.65,bacterial decomposer,822696684628.834
MTD5092,4.92e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,16.8149,Celsius,0.65,bacterial decomposer,843142102041.977
MTD5092,4.64e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,17.3326,Celsius,0.65,bacterial decomposer,759135523083.932
MTD5092,4.08e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,18.137,Celsius,0.65,bacterial decomposer,621325021138.865
MTD5092,3.94e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,19.0591,Celsius,0.65,bacterial decomposer,552925190182.998
MTD5092,3.2e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,19.7466,Celsius,0.65,bacterial decomposer,422674432601.517
MTD5092,2.41e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,20.5484,Celsius,0.65,bacterial decomposer,296715107922.483
MTD5092,2.07e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,21.5841,Celsius,0.65,bacterial decomposer,232861833670.294
MTD5092,1.61e-05,s^-1,Proteobacteria,Shewanella,gelidimarina,22.5606,Celsius,0.65,bacterial decomposer,166437428402.718
MTD5093,6.87e-06,s^-1,Firmicutes,Listeria,monocytogenes,6.14697,Celsius,0.65,bacterial decomposer,317983666237.875
MTD5093,1.06e-05,s^-1,Firmicutes,Listeria,monocytogenes,8.02141,Celsius,0.65,bacterial decomposer,409791125910.534
MTD5093,1.79e-05,s^-1,Firmicutes,Listeria,monocytogenes,9.68979,Celsius,0.65,bacterial decomposer,590725568569.923
MTD5093,2.26e-05,s^-1,Firmicutes,Listeria,monocytogenes,11.2518,Celsius,0.65,bacterial decomposer,644213262877.99
MTD5093,2.9e-05,s^-1,Firmicutes,Listeria,monocytogenes,12.7625,Celsius,0.65,bacterial decomposer,718552391241.191
MTD5093,4.02e-05,s^-1,Firmicutes,Listeria,monocytogenes,14.1189,Celsius,0.65,bacterial decomposer,879401695922.313
MTD5093,5.09e-05,s^-1,Firmicutes,Listeria,monocytogenes,15.5264,Celsius,0.65,bacterial decomposer,979668671826.815
MTD5093,5.9e-05,s^-1,Firmicutes,Listeria,monocytogenes,16.9327,Celsius,0.65,bacterial decomposer,1000460398897.56
MTD5093,6.67e-05,s^-1,Firmicutes,Listeria,monocytogenes,18.1827,Celsius,0.65,bacterial decomposer,1011626934445.08
MTD5093,8.25e-05,s^-1,Firmicutes,Listeria,monocytogenes,19.5389,Celsius,0.65,bacterial decomposer,1109804961056.8
MTD5093,9.44e-05,s^-1,Firmicutes,Listeria,monocytogenes,20.9455,Celsius,0.65,bacterial decomposer,1122623874870.06
MTD5093,9.83e-05,s^-1,Firmicutes,Listeria,monocytogenes,21.5183,Celsius,0.65,bacterial decomposer,1112150087026.33
MTD5093,0.00012629,s^-1,Firmicutes,Listeria,monocytogenes,23.6044,Celsius,0.65,bacterial decomposer,1193517483577.32
MTD5093,0.00014474,s^-1,Firmicutes,Listeria,monocytogenes,24.804,Celsius,0.65,bacterial decomposer,1234821593138.53
MTD5093,0.00015569,s^-1,Firmicutes,Listeria,monocytogenes,26.2097,Celsius,0.65,bacterial decomposer,1179368722491.02
MTD5093,0.00016133,s^-1,Firmicutes,Listeria,monocytogenes,26.4188,Celsius,0.65,bacterial decomposer,1200786670919.81
MTD5093,0.00016441,s^-1,Firmicutes,Listeria,monocytogenes,27.8747,Celsius,0.65,bacterial decomposer,1083405153024.59
MTD5093,0.00017553,s^-1,Firmicutes,Listeria,monocytogenes,29.3323,Celsius,0.65,bacterial decomposer,1025118848500.74
MTD5093,0.0002035,s^-1,Firmicutes,Listeria,monocytogenes,30.5331,Celsius,0.65,bacterial decomposer,1076873025700.61
MTD5093,0.00020173,s^-1,Firmicutes,Listeria,monocytogenes,32.0401,Celsius,0.65,bacterial decomposer,944289055333.823
MTD5093,0.00023538,s^-1,Firmicutes,Listeria,monocytogenes,33.4494,Celsius,0.65,bacterial decomposer,983479844601.946
MTD5093,0.00022484,s^-1,Firmicutes,Listeria,monocytogenes,34.8509,Celsius,0.65,bacterial decomposer,839946764030.387
MTD5093,0.00024604,s^-1,Firmicutes,Listeria,monocytogenes,36.4658,Celsius,0.65,bacterial decomposer,808926677531.638
MTD5093,0.00023339,s^-1,Firmicutes,Listeria,monocytogenes,37.9709,Celsius,0.65,bacterial decomposer,682026514047.884
MTD5093,0.00023583,s^-1,Firmicutes,Listeria,monocytogenes,40.1543,Celsius,0.65,bacterial decomposer,582023643778.532
MTD5093,0.00017634,s^-1,Firmicutes,Listeria,monocytogenes,41.8065,Celsius,0.65,bacterial decomposer,383568727500.939
MTD5093,0.00010873,s^-1,Firmicutes,Listeria,monocytogenes,44.0262,Celsius,0.65,bacterial decomposer,200010310715.924
MTD5097,4.61e-05,s^-1,Proteobacteria,Pseudoalteromonas,haloplanktis,3.9895,Celsius,0.65,bacterial decomposer,2633032213643.01
MTD5097,5.49e-05,s^-1,Proteobacteria,Pseudoalteromonas,haloplanktis,6.95797,Celsius,0.65,bacterial decomposer,2349965540932.28
MTD5097,6.03e-05,s^-1,Proteobacteria,Pseudoalteromonas,haloplanktis,8.98592,Celsius,0.65,bacterial decomposer,2126888683750.82
MTD5097,8.81e-05,s^-1,Proteobacteria,Pseudoalteromonas,haloplanktis,13.9824,Celsius,0.65,bacterial decomposer,1951453666041.68
MTD5097,0.00012076,s^-1,Proteobacteria,Pseudoalteromonas,haloplanktis,18.0382,Celsius,0.65,bacterial decomposer,1855229303807.98
MTD5097,0.00014828,s^-1,Proteobacteria,Pseudoalteromonas,haloplanktis,20.0166,Celsius,0.65,bacterial decomposer,1912661181812.57
MTD5097,0.00014372,s^-1,Proteobacteria,Pseudoalteromonas,haloplanktis,22.9826,Celsius,0.65,bacterial decomposer,1432702083855.56
MTD5097,0.00012507,s^-1,Proteobacteria,Pseudoalteromonas,haloplanktis,26.0468,Celsius,0.65,bacterial decomposer,960505751250.696
MTD5097,4.36e-05,s^-1,Proteobacteria,Pseudoalteromonas,haloplanktis,29.0028,Celsius,0.65,bacterial decomposer,261649227077.289
MTD5098,1.67e-06,s^-1,Firmicutes,Desulfotomaculum,alkaliphilum,29.6828,Celsius,0.65,bacterial decomposer,9475557103.7382
MTD5098,2.86e-06,s^-1,Firmicutes,Desulfotomaculum,alkaliphilum,36.8731,Celsius,0.65,bacterial decomposer,9106872198.4625
MTD5098,6.71e-06,s^-1,Firmicutes,Desulfotomaculum,alkaliphilum,43.852,Celsius,0.65,bacterial decomposer,12505501072.1029
